Name,Age,Gender,Breed,Description,Size,Has_Special_Needs,Is_Housebroken,Is_Hypoallergenic,Is_Ok_With_Other_Cats,Is_Ok_With_Other_Dogs,Is_Ok_With_Other_Kids,Is_Spayed_Neutered,Weight,Image_URL,Adoption_URL,urls
Betsy TX ,Adult,Female,Border Collie,"Betsy (TX) is a female border collie mix rescued in Texas. Our veterinary partner estimates that she is 1.5 yrs old at the time of intake in June 2025. This poor girl was found on the streets, nearly dead, annorexic, tied to a pole. Her mate was left for dead, but she hung on. Luckily RDR got to her and she is healing up wonderfully. She is eating and gaining her strength back. She is getting ready to head to the Northeast where her forver family can show her she is truly loved! Please apply online to adopt Betsy (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,True,True,True,,25,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5385261/betsy5.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2519678&premium=true,https://www.wagtopia.com/search/pet?id=2519678
Missy,Adult,Female,Shepherd (Unknown Type),"ALL our cats and dogs are in the NY area but can be adopted out of state to the purrfect furever home. In some cases, we can help transport. Zani's al fresco Summer Adoptions follow us on FB to find us this summer as we will try new locations to meet the needs of NYC and support the little stores:) Sweet 4yrs 25lbs Missy from Jamaica All dogs are located in NY/NJ area All our puppies need puppy play dates/doggy facetime so we recommend homes with other pups or daily interactions to keep them tired out, happy and social. Facebook: Zani's Furry Friends ZFF (weekly adoption event info posted there) Twitter: zanisff Instagram: zanisfurryfriends Dogs are spayed/neutered, UTD on age appropriate vaccines, Rabies vaxed, and microchipped (not Lyme vaxed but we seriously recommend it!) All are in the NY/NJ area but we will adopt out of state to the purrfect home and in some cases, we can arrange transport. Please go to our site https://zanisfurryfriends.org fill out an application Many of us (cats/dogs) will be on display on Saturdays or Sundays, weather dependent--please ask by writing us at dogs@zanisfurryfriends.org and following us on FB. If you are seriously interested in adopting one of us in particular, please fill out an application early Friday so that we can be sure to be there. Otherwise we decide based on other variables. Usually we are in our foster homes so this is a bit more stressful and a slightly artificial environment but we do want to be seen and find our furever homes too. Please consider providing a home for more than one dog, especially if you are considering adopting a puppy. Dogs are pack animals and very much enjoy as well as need other dog company to learn to play, socialize and be good companion animals to people. The upside to this is that you won't feel as guilty leaving them alone and you get twice the love. Please come! And if you can't adopt, maybe you can foster or volunteer, and you can always donate! If you want to know about cats/dogs specifically being shown at our adoption locations, please email us info@zanisfurryfriends.org closer to the date so we know your interest and will make every effort to have that pet at the event or let you know how and where you can meet. It is extemely helpful and speeds up adoption if the application is filled out prior to visiting us so please do that before coming to our weekend events. Our weekend locations are: Saturdays or Sundays, weather dependent Follow us on FB, Zani's Furry Friends ZFF, for latest updates. Usually we are in our foster homes so all this is a bit more stressful but we do want to be seen and find our furever homes. Please come! And if you can't adopt, maybe you can foster or volunteer. And you can always donate:) Cats and Dogs are spayed/neutered, UTD w/ all age appropriate shots and microchipped. Cats are feline combo tested for FIV/FeLV; dogs are heartworm tested and rabies vax'd, (NOT lyme vaxed but we seriously recommend it); rabbits are spayed/neutered. Please fill out an application and email to: For Cats: cats@zanisfurryfriends.org For Dogs: dogs@zanisfurryfriends.org For Rabbits: nyc.acc.rabbits@gmail.com. Please visit our website zanisfurryfriends.org.",Medium,,True,,,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/img/pet/for/adoption/dog/shepherd/(unknown/type)/a1/drzbl/big_102272901.jpg,https://petstablished.com/adoptions/questionnaire_redirect?application_type=Adopt&public_pet_id=22091583,https://www.wagtopia.com/search/pet?id=22091583
Shadow (NY),Puppy,Male,Pit Bull Terrier,"Meet Shadow: The Littlest Tough Guy with the Biggest Heart Shadow (NY) is a 5–6 week old (as of 11/9/25) terrier mix who just escaped a kill shelter like a tiny, wrinkly action hero. He’s currently rocking some battle scars—sores on his eyes, ears, and face—but don’t worry, he’s getting a little better every day with one of our fosters. Despite his rough start, Shadow is basically a marshmallow with legs. He loves people, adores other dogs, and has the kind of face that makes grown adults squeal in baby talk. He’s sweet, snuggly, and ready to be your sidekick in everything from Netflix binges to snack raids. Shadow’s looking for a forever home where he can heal, grow, and maybe steal a sock or two. If you’ve got room in your heart (and on your couch), apply to adopt this adorable goofball at www.rescuedogsrocknyc.org. Warning: extreme cuteness may cause spontaneous happy dancing. Please be sure to reference this pet's name as Shadow (NY) in case of duplicate names within the rescue. Thank you! RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,False,Not Sure,True,True,,8 lbs.,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5560926/Shadow.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2573320&premium=true,https://www.wagtopia.com/search/pet?id=2573320
Anitta,Adult,Female,Miniature Schnauzer,"Meet Anitta (I call her Bella!) This adorable girl has truly blossomed since arriving in foster care. Once timid and unsure, Bella has gained so much confidence and now loves going for her daily walks she’s incredibly curious about her surroundings and enjoys exploring the world at her own gentle pace. Bella is wonderful with other dogs and people, and she picks up new habits quickly. She’s also fully potty trained and thrives on routine and positive encouragement. She’s still a sensitive soul who appreciates a calm, loving environment, but every day she shows more of her sweet, affectionate personality. With continued patience and love, Bella will reward her forever family with endless loyalty, cuddles, and joy. Plus, she’s hypoallergenic and adorable and low-maintenance! Energy Level (1= calm, 10= high energy): 3 Barker? Or Quiet Pup?: Quiet ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Small,,True,Not Sure,Not Sure,True,True,,20lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5449564/Bella.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2402421&premium=true,https://www.wagtopia.com/search/pet?id=2402421
Carmel TX,Puppy,Female,Jack Russell Terrier/Chihuahua,"Carmel (TX) is a Jack Chi mix rescued in Texas. Our veterinary partner estimates that Carmel is 8 months old at the time of intake in October 2025. Carmel is good with people and other dogs and cats! Carmel was found wandering around by herself at such a young age. Just look at those eyes! This beautiful girl is super sweet and would love a home of her own. She is a happy girl who would love to be part of a family to play and run with! She is eager and willing to learn, she's doing well on a leash and eats up all the attention she can get. Can you show Carmel the love she craves? Please apply online to adopt Carmel (TX) at www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Small,,Not Sure,Not Sure,True,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5464314/carmel4.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2551708&premium=true,https://www.wagtopia.com/search/pet?id=2551708
Sydney (GA),Young,Female,Pit Bull Terrier,"Sydney (GA) is a female Pit Bull Terrier mix estimated to be 7 months old at the time of intake in November 2024. Sydney is up to date on core vaccinations (age-appropriate) and is microchipped. She will be spayed prior to joining her forever home unless there is a medical reason why it has not yet been completed (in which case RDRNYC will work with the adopter to ensure this is done at the appropriate time). Sydney is good with people and other dogs. We rescued this sweet girl from a shelter where she was taken after having been picked up by Animal Control. Sydney was suffering from a painful skin condition, flea and ant bites. Her fur has fallen out and her skin is raw and red. We don't know how long this poor baby has suffered like that, but she is now receiving all the medical care she requires and Sydney is well on the way to recovery! Sydney is friendly and sweet. If you can give Sydney the fantastic home she deserves, please apply online to adopt Sydney (GA) at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,False,Not Sure,True,True,,27-30 lbs.,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4782230/Sydneyfirst.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2239134&premium=true,https://www.wagtopia.com/search/pet?id=2239134
Bronx (TX),Adult,Female,Husky,"Bronx (TX) is a female Husky mix rescued in Texas. Our veterinary partner estimates that Bronx is 2 year old at the time of intake in October 2024. Bronx is good with people and other dogs. Bronx was found malnourished and in bad shape. Don't let this tripod fool you (she doesn't even know she has 3 legs) her spirit and attitude is infectious! Bronx's foster mom reports she is crate trained and loving life ! She gets along with other dogs and is a happy go lucky dog despite not having her leg ! If you check off all the boxes, Bronx is looking for in her family, please apply online to adopt Bronx (TX) at www.rescuedogsrocknyc.org.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,47.70 lbs.,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5467329/IMG_2334.JPG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2262768&premium=true,https://www.wagtopia.com/search/pet?id=2262768
Bogey (MS),Adult,Male,Pointer,"Bogey (MS) is a male Pointer mix estimated to be 1.5 years old at the time of intake in July 2024. Bogey is up to date on core vaccinations and is microchipped. He will be neutered prior to joining his forever home unless there is a medical reason why it has not yet been completed (in which case RDR NYC will work with the adopter to ensure this is done at the appropriate time). Bogey is good with people and other dogs. This big, goofy, silly mush of a dog loves to be wherever his people are. He adores every dog he’s ever met--big ones, little ones, even the ones who wish he would go away! Bogey is not a fan of being crated but hasn't destroyed anything (except for stealing food) while roaming free. This handsome, fabulous boy is looking for his happy ever after with his forever family. If Bogey's path to happiness leads to your front door, please apply online to adopt Bogey (MS) at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Large,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4419783/98870613.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2118946&premium=true,https://www.wagtopia.com/search/pet?id=2118946
Missy (GA),Adult,Female,Shepherds (All Types)/Labrador Retriever,"Missy is a beautiful 3yr old Lab/Chow mix weighing in at 54 lbs! Missy came to rescue from GA with a terribly painful skin infection and mange. Look how stunning this beautiful girl is now! Missy was extremely scared of people when she came into foster. She has absolutely “blossomed” and is the life of the party in her foster family’s pack. Missy MUST have another dog as she builds confidence and finds much happiness and peace surrounded by other canines. She does well with male and female dogs of all sizes, and she must have a fenced yard to run around in. She is VERY shy and timid at first with human strangers and must build trust at her own pace. Once she feels secure, she turns into a playful, loving, affectionate girl who brings joy wherever she is! Missy is spayed, crate trained and house trained. She has very nice manners in the home. She enjoys her crate for her personal “den” and finds security there. Adopter must be willing to allow Missy to open up and trust at her own pace and seek attention in her own time. I f you can open your heart and home to Missy and give her the time and patience she so deserves, please apply at http://www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Large,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4381570/87096593.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2110970&premium=true,https://www.wagtopia.com/search/pet?id=2110970
Rey (TX),Adult,Female,Labrador Retriever/Plott Hound,"Hi, I’m Rey (TX)! I am a 4 and 1/2 year old Lab/Plott Hound mix. I don’t mean to brag but I’m a very beautiful girl and I’m also very sweet! I really like people and love to play with older, respectful kids, other confident male dogs, and even cats! Are you the lucky one who will get to love me forever?! To adopt me, please fill out an application here: http://www.rescuedogsrocknyc.org/general-application",Large,,Not Sure,Not Sure,True,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4376483/88589558.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109782&premium=true,https://www.wagtopia.com/search/pet?id=2109782
Lila (GA),Adult,Female,Labrador Retriever/Vizsla,"Lila is a beautiful 3-5 yr old Lab/Vizsla mix weighing in at 54 lbs! This girl spent a majority of her young life on her own fending for herself without much socialization. Lila is learning to trust humans. She is an absolute treasure!! Sweet disposition, shy and very well behaved. Crate trained/ house trained beautiful manners. Lila MUST have another dog in the family. She is playful and happiest with canine companions. She truly is a pack dog and gains confidence surrounded by others. Good with all sizes, breeds. Lila has bonded with her foster sister Missy and would do well if they could be adopted together. She needs to have a very patient owner who will allow her to take her time building trust and seeking out affection on her own terms. She is a very low maintenance dog. Must have a fenced backyard. She loves to play with other dogs and she loves her crate for her quiet time and her own space. Lila has been spayed. I f you would like to learn more about Lila and are interested in adopting her, please put your application in here: http://www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Large,,True,Not Sure,True,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4362037/87096333.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2106316&premium=true,https://www.wagtopia.com/search/pet?id=2106316
Panda (AL),Puppy,Male,Dogue de Bordeaux,"Panda (AL) is one of Paisley's pups, born on December 26, 2022. DNA shows 50% Dogue de Bordeaux mixed with Shar-Pei, Neopolitan Mastiff, Lab & Bulldog! Panda is good with people of all ages and other dogs. We rescued Panda from a hoarding situation where he was born just 16 days before. Panda is now about to set out on the path to happiness. He is a cute, funny boy who loves to snuggle in between puppy zoomies. If Panda's path to happiness leads to your front door, please apply online to adopt Panda (AL) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4412693/93868418.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117275&premium=true,https://www.wagtopia.com/search/pet?id=2117275
Mable (TX),Adult,Female,Chihuahua,"Mable (TX) is a female chihuahua mix rescued in Texas. Our veterinary partner estimates that Mable is 3 years old at the time of intake June 2024. Mable is good with people and other dogs. Mable was found homeless on the streets but RDR has taken her in and she is now ready to find her forever home. She is the cutest little girl who just needs a human to show her love and affection - and a chew toy or two won't hurt either! If you can open your heart and home to Mable, please apply online to adopt Mable (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Small,,Not Sure,Not Sure,Not Sure,True,True,,11 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4469020/mable.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117987&premium=true,https://www.wagtopia.com/search/pet?id=2117987
Mindy (TN),Adult,Female,Pit Bull Terrier,"Mindy (TN) is a female Pit Bull Terrier blend who came to rescue incredibly skinny, heartbreakingly so. She was estimated at the time of intake in Jan 2023 by our veterinary partner to be 4 years old at that time. Mindy is good with people and other dogs, is up to date on core vaccines, and has been microchipped. The face on this beautiful pup tells the sad story of Mindy's life. We found her in the euthanasia room of a kill shelter just minutes away from losing her life because she was suffering from a painful, itchy skin infection that was ravaging her body. We immediately pulled Mindy from the jaws of death, and now her face will soon be smiling at her promising future. Mindy is such a sweet girl, and she would love to share her future with you! (But no cats in this pup's future, please!) This beautiful girl is 50 lbs of love & snuggles! She is super smart, crate & house-trained and walks great on a leash. Mindy is very well behaved. If you would like Mindy to join your family, please apply online to adopt Mindy (TN) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,True,Not Sure,False,True,True,,45 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4412534/98754574.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117257&premium=true,https://www.wagtopia.com/search/pet?id=2117257
Mocha (TX) aka Noir,Adult,Male,Rottweiler/Doberman Pinscher,"Mocha (TX)—or the Mocha Man as his foster calls him—is thought to be a male Rottweiler/Pincher mix rescued in Texas. Our veterinary partner estimates that Mocha is 2 months old at the time of intake November 2023, so he would be about 2 as of August 2025. Mocha is good with people of all ages, other dogs, and cats. Mocha's foster reports he is great with everyone and dog and cat friendly! He is full of puppy energy and sweet kisses. He would do great in a home with a yard to run. Mocha is a fun-loving dog who would make you laugh with his silliness. He likes to play tug-of-war and is fond of his routine, getting up and going to bed early and waiting for permission to eat. His mortal enemy is cardboard boxes (he sometimes chews them). Can you please share your address and apply online to adopt Mocha (TX) at www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Small,,Not Sure,Not Sure,True,True,True,,44 ,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4769201/mocha3.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117791&premium=true,https://www.wagtopia.com/search/pet?id=2117791
Rosalie TX,Senior,Female,Shepherd,"Rosalie (TX) is a female shepherd mix rescued in Texas. Our veterinary partner estimates that she is 7 yrs old at the time of intake in June2025. This poor girl was found on the streets, nearly dead, annorexic, starving. Luckily RDR got to her and she is healing up wonderfully. She is eating and gaining her strength back. She is getting ready to head to the Northeast where her forver family can show her she is truly loved! Rosalie foster reports she is near perfect! She's affectionate, potty trained,her poops look good and healthy. She sleeps through the night, greets neighbors on our walks. Becoming more playful as she adjusts to home.life...She's a joy. She is such a smart girl who would make the perfect companion! Please apply online to adopt Rosalie (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,38,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5302991/rosalie2.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2425550&premium=true,https://www.wagtopia.com/search/pet?id=2425550
Alex (GA),Adult,Male,Great Pyrenees,"Alex (GA) is a male Great Pyrenees mix rescued in Georgia, estimated to be 7 months old in October 2021 and likely to be 85-95 pounds when full-grown. His foster mom says he is a 'giant, crazy and insanely happy puppy!' All people are his friends (he especially loves men!), he loves other dogs, and even likes cats. Alex will do best in a suburban home with a fenced yard and an energetic doggy companion on the larger side who wants to play much of the day. He loves to eat as much as he loves to play. If there are children in the home, they should be on the older side: Alex really doesn't know how big he is! He's working on his chewing, mouthing, leash and meal-time manners - the usual puppy behaviors which will benefit from continued and consistent training in his adoptive home as he grows into adulthood. True to his breed, he can be stubborn, he is very smart and his big personality matches his size. He has a true zest for life, so he's a fun, interesting and busy guy! Alex has been neutered and microchipped, and will be up to date on core vaccines (age appropriate) at time of adoption. If you would like to take Alex home, please apply online to adopt Alex (GA) at www.rescuedogsrocknyc.org.",Large,,Not Sure,Not Sure,True,True,True,,80 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4498208/cropped_image.png,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2115637&premium=true,https://www.wagtopia.com/search/pet?id=2115637
Dana (NC),Adult,Female,Pug/Chihuahua,"Dana is a playful, curious, snuggly and sweet pup who can't wait to bring all of that to her forever family. Dana is 4 years old and aproximately 33lbs, she is spayed and up to date on vaccinations. Dana is a lovely dog who enjoys treats, fetch, and going to daycare twice a week to play with all her many friends. Dana is great with all people and other dogs, she would do great with another dog in the home! If you are Dana's forever family, please apply online to adopt Dana (NC) at www.rescuedogsrocknyc.org. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,True,Not Sure,Not Sure,True,True,,33,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5403930/IMG_1631.JPG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2115762&premium=true,https://www.wagtopia.com/search/pet?id=2115762
Dre,Adult,Male,Boxer/American Pit Bull Terrier,"This handsome brindle boy is Dre! Born in 2012, Dre looks like a Boxer/Pit mix on a Boston Terrier frame...he really is the cutest little lowrider! He was rescued from a high kill NYC shelter where he found himself moments from euthanasia. Dre is wonderful with people of all ages and other dogs. No cats for him. Dre would do best with someone who is retired, or works from home, as he has separation anxiety. Dre takes medication daily for arthritis and does have some accidents in the home. He's waiting to be your new best friend. If you would like to make Dre the love of your life, please fill out an adoption application here: http://www.rescuedogsrocknyc.org/general-application RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4374270/58377277.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109436&premium=true,https://www.wagtopia.com/search/pet?id=2109436
Leela,Young,Female,Shepherds (All Types),"Leela comes to rescue as an owner surrender from South Carolina, with an eye injury, and at 4 months old and 25 pounds. She is up to date on shots (age appropriate) and will be spayed prior to placement in her forever home. Leela will have her injured eye removed on Wednesday, Oct 3rd if nothing prevents her from being able to undergo surgery. Leela is very sweet with people and other dogs. She is really a perfect girl! If you are interested in adopting Leela, please get the process started and put your application in here: http://www.rescuedogsrocknyc.org",Large,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4383283/61361481.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2111249&premium=true,https://www.wagtopia.com/search/pet?id=2111249
Sable (SC),Adult,Female,Boxer,"Sable (SC) is a female Boxer mix rescued in South Carolina. Our veterinary partner estimates that Sable is 3 years old at the time of intake in March 2022. Sable is good with people, kids and other dogs. This beautiful girl was picked up as a stray, and it's obvious that life has not been kind to Sable. She suffered from entropion, a painful eye condition, in both eyes which has been surgically repaired. Sable is very sweet, is housetrained, sleeps through the night, is great on a leash and ignores critters as she walks. She is great with smaller children and loves to give kisses to everyone--big or small. Sable has shown no sign of food aggression at her foster home. If you can find a place in your heart for Sable, please apply online to adopt Sable (SC) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,True,Not Sure,Not Sure,True,True,,50 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5522743/506924609_10229258022022011_1477693169310294639_n.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2116189&premium=true,https://www.wagtopia.com/search/pet?id=2116189
Bebe (TX),Adult,Male,Shar Pei,"Bebe (TX) is a male Shar Pei mix rescued in Texas. Our veterinary partner estimates that Bebe is 1 years old at the time of intake in September 2024, so he would be about 2 years old as of August 2025. Bebe is good with people and other dogs. He can be very active, giving lots of kisses and jumping around. He can also be very sweet and cuddly. He is not a fan of water. Bebe was found neglected on the streets, attacked by other dogs, trying to survive the best he could. Bebe's foster mom reports that he is settling in well and learning how to be a dog from his siblings. He is a playful boy and does love his toys and chews. We have taken him in and given him tender love and care. Now look at this young baby ! If you fall in love with all those adorable wrinkles, please apply online to adopt Bebe (TX) at www.rescuedogsrocknyc.org.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,49,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5475675/561576652_1253569263484466_2817143936715934714_n.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2204207&premium=true,https://www.wagtopia.com/search/pet?id=2204207
Bunny (TX),Adult,Male,Husky,"Bunny (TX) is a male Husky mix rescued in Texas. Our veterinary partner estimates that Bunny is 1 year old at the time of intake in October 2024. Bunny is good with people and other dogs. Bunny was rescued from a garbage dump where like many others, was left to die on his own. Bunny has been recovering and is almost ready to come to the Northeast. He only requires a fluffy bed, lots of toys, and a trustworthy human who won't let him down like before. If you check off all the boxes, Bunny is looking for in his family, please apply online to adopt Bunny (TX) at www.rescuedogsrocknyc.org.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,31,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4967116/IMG_7582.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2262758&premium=true,https://www.wagtopia.com/search/pet?id=2262758
Austin (NY),Adult,Male,Chihuahua,"Austin (NY) is a 7 year old Chihuahua mixed male who comes to rescue in June 2025 with his brother due to his adopters no longer beig able to take care of them. Austin is great with both dogs and people. He is a cutie who found himself in a scary shelter with his RDR brother and of course we coould not leave him there and pulled him into rescue. Austin deserves a loving home where he can be his silly self and shower you with kisses and love. If you would like to give Austin (NY) the life he deserves ,please apply online at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Small,,True,Not Sure,Not Sure,True,True,,9 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5208532/Austin.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2429602&premium=true,https://www.wagtopia.com/search/pet?id=2429602
