name,breed,sex,image,adoption_url,description,age_group,source_website,ishousebroken,current_weight,size,energy_level,is_good_with_kids,is_good_with_dogs,is_good_with_cats
Wickham ,Mixed Breed,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5259524/boy1.JPEG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2336790&premium=true,"Hi, I'm Wickham. I was rescued with my siblings and my mama, Austen. I'm a sweet, playful puppy looking for a loving home. Apply today to learn more about me! All dogs will be altered, microchipped, and receive age-appropriate vaccines prior to adoption. Please note that the listed location for this dog may not be accurate due to technical limitations of this database and we have transportation options available within 6 hours of NYC (so don't let location hold you back)! Interested in fostering or adopting? Need more info on this dog? The first step in the process is filling out an application on our website. Adoption application: www.nycsecondchancerescue.org/general-application/ Foster application: https://www.nycsecondchancerescue.org/dog-foster-application/ Adoption process & fees: www.nycsecondchancerescue.org/process/ For a full list of our available dogs and current adoption promotions, visit: https://nycsecondchancerescue.org/adoptable-dogs/",Adult,https://www.wagtopia.com/search/pet?id=2336790,True,32.2,Medium,Unknown,Not Sure,True,Not Sure
Pope,Terrier/Mixed Breed,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5256199/521005691_4169137583319449_9137801577406741655_n.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=1190727&premium=true,"Meet Pope, a sweet, shy boy with big dreams of finding his forever family. Pope is a petite 30 pounds, fully house and crate trained, and excellent with other animals. In fact, Pope seems happiest around other dogs and even gets along with cats and chickens. He is a great leash walker and loves long walks and hikes. Pack walking is his favorite activity, and car rides are a close second! Pope is a bit of a shy guy and might love a home away from the hustle and bustle of the city. Apply today to learn more about Pope! All dogs will be altered, microchipped, and receive age-appropriate vaccines prior to adoption. Please note that the listed location for this dog may not be accurate due to technical limitations of this database and we have transportation options available within 6 hours of NYC (so don't let location hold you back)! Interested in fostering or adopting? Need more info on this dog? The first step in the process is filling out an application on our website. Adoption application: www.nycsecondchancerescue.org/general-application/ Foster application: https://www.nycsecondchancerescue.org/dog-foster-application/ Adoption process & fees: www.nycsecondchancerescue.org/process/ For a full list of our available dogs and current adoption promotions, visit: https://nycsecondchancerescue.org/adoptable-dogs/",Adult,https://www.wagtopia.com/search/pet?id=1190727,True,34.0,Medium,Unknown,Not Sure,True,Not Sure
Loreen,Schnauzer (Miniature)/Maltese,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5072199/IMG_6758.HEIC,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2319798&premium=true,"Loreen - 5 years, 7lbs, Maltese/Shnazuer Mix, Spayed Want to adopt? Submit an adoption application at socialteesnyc.org. Our Team Says: Loreen needs a home out of the city. She is NOT a city girl. Burbs and beyond are ideal for her. She would also do great with another dog in the home :) Our Foster Parent Says: "" Loreen is a very sweet girl who still has her puppy moments. She has zoomies, especially when you come home after work of if you were just gone for 2 minutes. She recently discovered her love of toys and gathers each one of them into her bed. Unfortunately she hasn’t quite figured out toy vs non-toy yet but she’s easily redirected. Her bed is her safe space, especially when she’s has her anxious moments. When Loreen initially came to NYC from Tennessee she was very scared being in a city setting and shook for an entire week. She was then relocated to Long Island with me and the quiet environment has really let her true self show. She has slowly warmed up to being outside and now runs around happily in my yard and is learning to enjoy walks. Having another confident dog is definitely a plus! She often looks to my dog Kiba when she gets nervous and even follows him around sometimes. At home she is a cuddle bug and loves to be near you. She politely asks for airlifts onto the bed but occasionally gives a sassy bark or two to get your attention. She does well with baths and brushing, she’s also happy to be dressed! She’s very good with both of my cats and my dog, she’s very neutral around everyone and does not show any signs of guarding issues. She did well around a 3 year old boy and generally does well with everyone, she is occasionally anxious with new people. Overall she is a go with the flow type of girl and follows her people around."" Level of dog ownership experience needed: INTERMEDIATE: This dog will need significant structure and plenty of daily exercise, training, and mental stimulation – 90 consecutive minutes of movement in the morning plus potty break walks and brain games throughout the day. The adopter must have relevant primary care experience with a similar breed, temperament, and/or energy level. (Primary care experience includes ownership, fostering, or dog sitting as an adult, not a dog you grew up with.) Medical status Healthy as far as we know. Up to date on their DHPP, Bordetella, and Rabies vaccines; heartworm negative; spayed/neutered; microchipped; treated with dewormer upon intake How this dog ended up with Social Tees: Most of our dogs come via partner groups who help us save them from shelters where they are at risk of euthanasia in Tennessee, Puerto Rico or Southern California. There are very few spay/neuter resources there and many more animals in those areas than there are people to adopt them. Rescue groups like ours bring them to the northeast where the desire for pets like these allows us to save their lives. PLEASE NOTE: We cannot guarantee any breed mix, exact age, or full grown size (if the dog is under a year old). We do our best with very educated guesses though! This animal is not at the Social Tees office, all are in foster homes. LEARN MORE ABOUT US: socialteesnyc.org and Instagram @socialteesnyc",Adult,https://www.wagtopia.com/search/pet?id=2319798,True,,Small,Unknown,True,True,True
Elle Magazine,Mixed Breed,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4486802/Unknown-3.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=1980366&premium=true,"Elle (Ellie, Ellie girl, or Ellie Bellie in a tummy rub) is the perfect companion; sweet, kind and a complete cuddle bug!! At home she loves nothing more than to cuddle up on the sofa for a nap, or with a bone and live her best lazy life, with the occasional belly scratch for good measure :) She loves to watch films, and is a particular fan of 101 Dalmations! Outside, Ellie loves to come on walks with you (she’ll lay down for you to put on her lead!) and is keen to sniff all the things, taking in the sights and sounds - a born New Yorker! She loves to say hi to the neighbours, and will wait for scratches, and is super keen to meet other dogs, sometimes a little clumsily as she forgets her size :) Shes a great apartment-mate to a grumpy Frenchie and is happy to follow her lead, hang out together and share toys - they'll even nap together! Ellie is happy to be left at home and equally keen to come on all your errands, she’s made for the love and companionship of a person or family and loves to be loved!! Could easily be a city or suburban pup, as long as she has you!! Personality & Characteristics: My foster dog is good with: Dogs My foster dog is: Crate Trained, Low Shed 3 Keywords for your pup: Sweet, Graceful, Polite Energy Level (1= calm, 10= high energy): 4 Barker? Or Quiet Pup?: Quiet! Quiet! Walking Manners: Great in general, working on clumsy meets :) Appetite: Loves to eat, enjoys bones, treats and babybel cheese! Does the following: Favorite Things: Napping, Chews, Soft Blankets, Cheese Commands/Tricks: Sit ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States",Adult,https://www.wagtopia.com/search/pet?id=1980366,True,47.2,Medium,Low,Not Sure,True,Not Sure
Prince Hans,Australian Shepherd/Doberman Pinscher,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/3859817/talkmedia_i_9af539adef10.jpeg.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=1839561&premium=true,"**Located in Korea** Rescue Story: Prince Hans is a remarkable dog with an even more remarkable story. Rescued from deplorable conditions at a gas station, he endured a life of neglect, tied up and surviving on coffee and food scraps. His life took a turn for the better when a compassionate resident, who had cared for him and another dog named Sleeping Beauty, stepped in to save them from an uncertain and bleak future. Physical Description: Prince Hans is a medium-sized mixed-breed dog with striking features. His coat is a handsome blend of caramel and white, with soulful brown eyes that speak volumes of his resilience and longing for a loving home. Personality: Energy Level: Prince Hans is a calm and gentle soul, scoring a 4 on the energy scale. He enjoys a leisurely pace and appreciates a peaceful environment. Barking: You'll hardly hear a peep from Prince Hans. He's a quiet and composed companion who prefers to listen and observe. Leash Manners: After three months of dedicated training, Prince Hans has transformed from a strong leash-puller into a well-behaved walker. He now strolls calmly by your side, making walks a pleasure for both of you. Appetite: Prince Hans has a hearty appetite and eagerly devours his meals. He's not a picky eater and enjoys a well-balanced diet. Bathing: While he may not particularly enjoy bath time, Prince Hans patiently stands still. He's a cooperative dog who understands that some things are part of the grooming routine. Treats and Walks: Prince Hans lights up when it's treat time or time for a leisurely walk. These are some of his favorite activities, and you'll see his excitement shine through during these moments. Otherwise, he's content to lounge quietly and relax. Training: Prince Hans already knows commands like ""Sit"" and ""Stay,"" which is a testament to his intelligence and eagerness to please. He's a quick learner and is ready to embark on further training adventures with his new family. Ideal Home: Prince Hans would thrive in a calm and loving home where he can continue to heal from his past experiences. He's a perfect fit for individuals or families seeking a loyal and low-energy companion who appreciates the simple pleasures in life. He would do well in a home with a secure yard for leisurely strolls and playtime. Adoption Notes: Prince Hans has come a long way from the gas station where he was found. He's a survivor with a heart of gold, and all he's looking for now is a forever home filled with love, patience, and understanding. If you're ready to open your heart to this resilient and gentle soul, Prince Hans will reward you with unwavering loyalty and a lifetime of companionship. Adopt Prince Hans and give him the loving family he so deserves. ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States.",Senior,https://www.wagtopia.com/search/pet?id=1839561,True,50.0,Large,Medium,True,False,False
Dori,Jindo,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5223521/IMG_3413.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2265760&premium=true,"Dori, along with his sibling Hagi (also adoptable!) were rescued from the streets of South Korea, where they bravely survived by scavenging for scraps and even had to eat newspapers to survive. Tragically, their mother was euthanized at the shelter they were taken to, but these resilient siblings have shown incredible strength and love despite their tough start. Now safe and thriving, they’re looking for their forever homes! These sweet pups are playful, affectionate, and ready to bring endless joy to their new families. They’re young, full of potential, and will make the most loyal companions. They are in foster homes in New York after flying over from Korea! Dori is still very timid but is warming up to his environment and learning to trust people. He is very smart! If you’re ready to give these survivors the love and security they deserve, apply to adopt today! ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States",Adult,https://www.wagtopia.com/search/pet?id=2265760,False,28.0,Medium,Unknown,Not Sure,True,Not Sure
Berlin,Mixed Breed,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5275000/Berlin.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2418872&premium=true,"Berlin is a goofy, affectionate pup who wins everyone over with his charm and smile! He’s a playful, happy dog who loves being part of the action but also knows how to relax and enjoy some quiet cuddle time. Berlin is crate trained and mostly potty trained — he’ll let you know when he needs to go outside. He walks well on leash, loves meeting new people, and gets along with other dogs, though he does best when given a few minutes to warm up first. He’s very treat motivated and loves toys, especially anything he can chew or play fetch with. Berlin thrives on routine and does great with a mix of playtime and downtime. He’s the type of pup who’ll make you laugh with his silly personality and then melt your heart by curling up next to you for naps. Personality & Characteristics: My foster dog is good with: Dogs, and Kids My foster dog is: House trainedm crate trained, low shedding and working on basic commands 3 Keywords for your pup: Playful, Adventurous, Food motivated Energy Level (1= calm, 10= high energy): 7, but sleeps well through the night Barker? Or Quiet Pup?: Generally quiet but vocal when excited Walking Manners: Learning! Curious about everything Appetite: Strong - loves mealtime and treats Favorite Things: Squeaky toys, snack time, and pup cups Commands/Tricks: working on ""sit"" ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Puppy,https://www.wagtopia.com/search/pet?id=2418872,False,38.0,Medium,Low,True,True,Not Sure
Cloud,Mixed Breed,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5548660/IMG_7088.JPG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2576438&premium=true,"Hi! I just arrived! My foster pawrents are getting to know me and will add more info soon. Put Short Bio here: Cloud is a very gentle and demure angel who has been through a lot in her short life so far! She arrived in NYC on November 10, just 2 weeks after having 11 puppies. She is very aware of her surroundings and eager to please. So good at snuggling and wants to be close to her caretaker. Fill out all below: Personality & Characteristics: My foster dog is good with: (Dogs, Kids, Cats). She seems to get along with other dogs. No exposure to kids yet but she is very gentle and has been quick to warm up to addults, though sometimes barks at tall men. She has not yet interacted with any cats. My foster dog is: (Crate trained, House trained, Low shed). She is house trained. 3 Keywords for your pup: Energy Level (1= calm, 10= high energy): 3 Barker? Or Quiet Pup?: Quiet pup Walking Manners: She gets a bit distracted on walks but generally listens when you nudge her in the right direction. Appetite: HIGH - she is very food motivated! Favorite Things: Belly rubs and ear scratches! Commands/Tricks: ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Adult,https://www.wagtopia.com/search/pet?id=2576438,True,20.0,Small,Low,Not Sure,True,Not Sure
Flow,Mixed Breed,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5526754/20251114_111947.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2577524&premium=true,"Hi! Flow is a playful puppy dog that loves belly rubs, licking everywhere and anywhere (you have to keep both eyes on her) and when it's time to eat. Although she's a messy eater, she cleans up her mess very nicely. Whines sometimes but that's to be expected. Personality & Characteristics: My foster dog is good with: (Dogs, Kids, Cats-unsure) My foster dog is: (Crate trained, House trained, Low shed) 3 Keywords for your pup: Energy Level-8 Barker's sometimes but it's low and deep Walking Manners: no yet Appetite: high Favorite Things: belly rubs and licking Commands/Tricks: working on sit ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Puppy,https://www.wagtopia.com/search/pet?id=2577524,True,20.0,Medium,High,True,True,Not Sure
Glitch,Mixed Breed,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5552495/IMG_5374.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2577523&premium=true,"Meet Glitch, who we are calling Bunny (she’s open to names still), is a snuggly young girl! She hits the wee pads, sleeps through the night, has a great appetite, and loves our cat. Well, cat isn’t exactly open to puppy love…when she’s bored of us, she likes to just chill in her bed. ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Puppy,https://www.wagtopia.com/search/pet?id=2577523,False,16.0,Medium,Unknown,Not Sure,True,True
Git,Mixed Breed,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5525935/IMG_2870.png,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2577538&premium=true,"Git AKA Elphie is truly as sweet as they come - there isn't a single wicked thing about her ;) This southern girl loves to play with her sister and foster brother (who is 70 lbs) or is happy to snuggle up on the couch. Those things only come second to treats - she loveeees cookies and is learning how to take them gently in all of her excitement! She is doing very well on her potty pads and has been outdoor potty training in the suburbs over Thanksgiving - she has been amazing! Her and her sister sleep in the crate until 6am and either go right to sleep or cry for max 5 minutes before snoozing the night away. She has gained so much confidence since being out of the shelter, and she loves to meet new people - this girl has SO much love to give. She hung out with small kids over thanksgiving and was patient and sweet the entire time. This wiggly lady would be an amazing addition to any household! 🤍",Puppy,https://www.wagtopia.com/search/pet?id=2577538,False,,Medium,Unknown,True,True,Not Sure
Dot,Jack Russell Terrier,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5567531/IMG_3293.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2577554&premium=true,"Dot is a sweet little lady who is still learning how to trust humans, experience the joy of being a dog, and enjoy the sights, sounds and smells of NYC. She was surrendered by a breeder and is most comfortable in her crate, but she is coming out of her shell and exploring the apartment more and more. We're working to help her get desensitized to noises and she's making great progress. Dot allows us to hold her in our laps and stroke her but definitely prefers her crate. She loves walking outside and will voluntarily come out of the crate to be leashed. She also enjoys being taken on errands in her dog carrier and sticks her head out to see what's happening. In the park she sniffs the ground and is curious about other dogs -- she will approach them and allows herself to be sniffed without fear. She especially likes the freedom of a long leash in the park. She is also very treat motivated in the apartment -- outdoors she seems to be more on high alert and rarely takes a treat. Personality & Characteristics: My foster dog is good with: (Dogs, Kids, Cats) Fine with dogs. Unknown about kids and cats My foster dog is: (Crate trained, House trained, Low shed): Crate trained, pee pad trained and house trained. 3 Keywords for your pup: Quiet, Submissive, Curious Energy Level (1= calm, 10= high energy): 3 Barker? Or Quiet Pup?: Silent. Does not bark or whine Walking Manners: Needs to be taught to walk on a leash. Enjoys a long leash in the park but a bit erratic on the sidewalk Appetite: Very good. Food motivated. She loves her Farmers Dog, kibble, cheese and cooked chicken. She prefers that we don't stand too close while she is eating. Favorite Things: Her crate, peanut butter in a Kong, a long leash in the park, head scratches Commands/Tricks: None yet ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Adult,https://www.wagtopia.com/search/pet?id=2577554,False,10.0,Small,Low,Not Sure,True,Not Sure
Navi,Mixed Breed,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5525890/IMG_5611.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2576480&premium=true,"Put Short Bio here: Navi (lovingly known as Milo) is a sweet, sensitive, and gentle soul who also just happens to be absolutely stunning Fill out all below: Personality & Characteristics: Navi is a beautiful 7 month old puppy who just wants to be loved and give love. He is so gentle and sweet and just a big cuddle bug. He loves to be with people! He is so great with other dogs of all sizes and personalities. He is super treat motivated so very easy to train! Even though he is a puppy, he is pretty good at managing his puppy energy! All he needs is a few quick walks and one longer one (or a long play session) and he'll spend the rest of the day snoozing away. He would thrive in an environment with stability, where he can more consistently work on his crate training. He is just a joy and truly the sweetest boy who is the best cuddler of all time! My foster dog is good with: (Dogs, Kids, Cats): Dogs My foster dog is: (Crate trained, House trained, Low shed):House trained, working on crate training, low shed 3 Keywords for your pup: Sweet, sensitive, silly Energy Level (1= calm, 10= high energy): 7 Barker? Or Quiet Pup?: Barker when he wants attention, otherwise quiet Walking Manners: A little bit of a puller but has been doing really well with a front clip harness. Appetite: Great! Favorite Things: His person, chews, other dogs Commands/Tricks: Sit, down, shake, come ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Puppy,https://www.wagtopia.com/search/pet?id=2576480,False,25.0,Large,Low,Not Sure,True,True
Drama,Australian Shepherd/Labrador Retriever,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5516533/image0-22.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2561156&premium=true,"Drama - 14 weeks & 19lbs (as of 10/31), Aussie Mix, Spayed Estimated full grown size around 60lbs This puppy is eligible to join our foster-to-adopt program. Please email fostertoadopt@socialteesnyc.org with the animal’s name in the subject line if you are interested! Want to straight up adopt? Submit an adoption application a t socialteesnyc.org Thier Foster Parents Say: ""Drama doesn’t live up to her name in the best way. She’s brilliant, incredibly well behaved, pretty chill throughout the day, and loves to go for walks and play respectfully with our dog. She’s wonderful on a leash - it’s actually really impressive. She has been going to the bathroom outside and on pee pads inside. She has also let us know when she needs to get off of our couch or bed for a potty break. Drama is cuddly and affectionate, pretty independent and doesn’t mind resting by herself or hanging out with a toy or bully stick. She’s food motivated and a great listener - Drama will be an absolute joy to train. She responds to corrections and redirection extremely well. Whoever adopts Drama will be so lucky to have her. She has the best temperament and tons of potential - she is truly a rare find."" Level of dog ownership experience needed: INTERMEDIATE: As an adult, this dog will need significant structure and plenty of daily exercise, training, and mental stimulation – 90 consecutive minutes of movement in the morning plus potty break walks and brain games throughout the day. The adopter must have relevant primary care experience with a similar breed, temperament, and/or energy level. (Primary care experience includes ownership, fostering, or dog sitting as an adult, not a dog you grew up with.) Relevant puppy care experience is a huge plus, but bare minimum the adopter must have TONS of time and patience. Raising a puppy can be a lot of fun, but it’s also tremendous work. Puppies’ personalities and exercise/stimulation requirements change dramatically between now and when they’re a year old as their bodies and brains develop, so an active lifestyle and the ability to adapt to a pup’s evolving needs are a must. We strongly urge professional dog training with a rewards based trainer from the get go. Adults only or kids ages 8 and up – all puppies go through a mouthy, rambunctious phase and often accidentally hurt children when playing. PLEASE DO YOUR OWN BREED RESEARCH to make sure you have a better understanding of the kind of temperament and exercise requirements this dog may have as an adult. Energy level MEDIUM: Very young puppies sleep and nap a lot, but their energy level skyrockets when they become teens (4 months to around a year). As an adult, this dog will need significant structure and plenty of daily exercise, training, and mental stimulation – 90 consecutive minutes of movement in the morning plus potty break walks and brain games throughout the day at a minimum. (This is regardless of dog size – many small breeds were designed for lots of activity and will exhibit unwanted behavior when they’re understimulated.) TOLERANCE TO CITY City pup – Seems unfazed by the sights and sounds, may as well have been born here. POTTY TRAINING Sort of -- On the way and learning! May be using wee pads (is a puppy or a brand new rescue) COMFORT LEVEL WITH STRANGERS Social butterfly – Wants to be friends with everyone who walks by, loves anyone who will stop to say hello. BEHAVIOR WITH CHILDREN (always requires adult supervision) Yes for most ages – very confident, gentle, low energy, tolerant, not mouthy SOCIAL BEHAVIOR WITH OTHER DOGS Yes – Good with most other dogs (sizes, breeds, etc.) as far as we know and enjoys socializing with other canines RESPECTFUL BEHAVIOR WITH OTHER ANIMALS (cats, small pets, etc.) Not sure – Wants to chase squirrels and birds so may not be a good match for a home with cats, rabbits, etc. MOUTHY BEHAVIOR Past this stage– Little to no interest in chewing on stuff or putting things in their mouth that aren’t food. Doesn’t try to chew on hands, feet, etc. during playtime SEPARATION ANXIETY (Please leave your foster dog home alone every day for at least 20 minutes.) Past this stage – Completely fine being left home alone. Doesn’t cry or exhibit destructive behavior when you leave the apartment or house. LEASH MANNERS Getting the hang of it – Probably hasn’t been on a leash much in their life but figuring it out. Might be a mild puller but responds to correction. CUDDLE BUG LEVEL Medium – Likes to snuggle when he's in the mood but often stays in his own bed JUMPING ON PEOPLE TO SAY HELLO Needs training – Very excited to greet everyone and has no idea how to do so politely. Jumps up on most strangers or other dogs that go by. In puppy phase or wasn’t trained as a young adult. CRATE TRAINING Working on it – We set one up and leave the door open but rarely close it because the dog freaks out *We haven’t used the crate much but are working on it. She’s a calm girl overall and not super needy, so I’m confident she will do fine. MEDICAL STATUS: Healthy as far as we know. Up to date on their DHPP and Bordetella vaccines (for dogs under 4 months old, adopters will need to finish the DHPP vaccine series and administer the Rabies vaccine at 16 weeks of age), spayed/neutered; microchipped; treated with dewormer upon HOW DID THIS DOG END UP WITH US? Most of our dogs come via partner groups who help us save them from shelters where they are at risk of euthanasia in Tennessee, Los Angeles and Puerto Rico. There are very few spay/neuter resources there and many more animals in those areas than there are people to adopt them. Rescue groups like ours bring them to the northeast where the desire for pets like these allows us to save their lives. PLEASE NOTE: We cannot guarantee any breed mix, exact age, or full grown size (if the dog is under a year old). We do our best with very educated guesses though! This animal is not at the Social Tees office, all are in foster homes. LEARN MORE ABOUT US: socialteesnyc.org and Instagram @socialteesnyc",Puppy,https://www.wagtopia.com/search/pet?id=2561156,True,,Large,High,True,True,True
Melo,Labrador Retriever/American Staffordshire Terrier,Male,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/3041552/66735349598__899C99E7-39E0-421A-B38A-B1BFAC689F64.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=1143667&premium=true,"My name is Melo beause I am MELLO. I'm an older guy (10 years old) that likes to be a couch potato. I've also realized the couch is the most comfortable place so I don't like to share it. Therefore, I do better in a quiet home where I'm the only dog. I'm good on walks and I'm house trained. I've been with a foster for 2 years and I really would like to find my forever home!!! ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if its a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States.",Senior,https://www.wagtopia.com/search/pet?id=1143667,True,,Unknown,Unknown,Not Sure,True,Not Sure
Duchess,Shiba Inu,Female,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4802021/KakaoTalk_20250113_084834997_07.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2275739&premium=true,"**Located in Korea** Rescued by firefighters after being abandoned on the streets, she was taken to the city shelter when her owner never came forward. This sweet and affectionate girl adores people and thrives on love and attention. While she’s still learning to socialize with other dogs, she’d be happiest as the only pet in a home where she can soak up all the love. Put Short Bio here: Fill out all below: Personality & Characteristics: My foster dog is good with: (Dogs, Kids, Cats) My foster dog is: (Crate trained, House trained, Low shed) 3 Keywords for your pup: Energy Level (1= calm, 10= high energy): Barker? Or Quiet Pup?: Walking Manners: Appetite: Does the following: (Gets car sick, nervous outside, has separation anxiety, hates the bath, none of the above) Favorite Things: Commands/Tricks: ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Adult,https://www.wagtopia.com/search/pet?id=2275739,False,15.0,Small,Low,Not Sure,Not Sure,Not Sure
